1.0016 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.0764 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
9.1262 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000258B81C4908>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000258B8619940>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1265 	EXP 	window1: mouseVisible = True
9.1265 	EXP 	window1: recordFrameIntervals = False
9.2920 	EXP 	window1: recordFrameIntervals = True
9.4757 	EXP 	window1: recordFrameIntervals = False
9.7017 	EXP 	Created instrText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instrText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9704 	EXP 	Created map = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='image/RMT_test_map.jpg', interpolate=True, mask=None, maskParams=None, name='map', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.75, 0.75]), texRes=128, units='height', win=Window(...))
9.9883 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Finished', units='height', win=Window(...), wrapWidth=1)
10.0180 	EXP 	instrText: autoDraw = True
10.9616 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
10.9617 	EXP 	New trial (rep=0, index=0): None
10.9894 	EXP 	Imported road map conditions.xlsx as conditions, 32 conditions, 2 params
10.9896 	EXP 	Created sequence: sequential, trialTypes=32, nReps=32, seed=None
10.9900 	EXP 	New trial (rep=0, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
11.1867 	DATA 	Keypress: k
11.1955 	EXP 	instrText: autoDraw = False
11.1955 	EXP 	map: autoDraw = True
30.9794 	EXP 	New trial (rep=0, index=1): OrderedDict([('corrAns', 's'), ('directNote', 'k = right')])
30.9926 	EXP 	map: autoDraw = False
30.9926 	EXP 	map: autoDraw = True
37.9057 	DATA 	Keypress: s
38.1724 	DATA 	Keypress: k
38.5556 	DATA 	Keypress: s
38.8715 	DATA 	Keypress: k
39.2387 	DATA 	Keypress: s
39.6043 	DATA 	Keypress: k
39.9539 	DATA 	Keypress: s
40.3039 	DATA 	Keypress: k
40.6379 	DATA 	Keypress: s
40.9701 	DATA 	Keypress: k
41.3038 	DATA 	Keypress: s
41.6538 	DATA 	Keypress: k
42.0186 	DATA 	Keypress: s
42.3534 	DATA 	Keypress: k
42.7020 	DATA 	Keypress: s
43.0185 	DATA 	Keypress: k
43.3677 	DATA 	Keypress: s
43.6847 	DATA 	Keypress: k
44.0338 	DATA 	Keypress: s
44.3176 	DATA 	Keypress: k
44.6841 	DATA 	Keypress: s
44.9998 	DATA 	Keypress: k
45.3332 	DATA 	Keypress: s
45.6834 	DATA 	Keypress: k
45.9986 	DATA 	Keypress: s
46.3826 	DATA 	Keypress: k
46.7324 	DATA 	Keypress: s
47.0653 	DATA 	Keypress: k
47.4312 	DATA 	Keypress: s
47.8312 	DATA 	Keypress: k
48.1169 	DATA 	Keypress: s
48.4811 	DATA 	Keypress: k
49.8637 	DATA 	Keypress: escape
50.3602 	EXP 	window1: mouseVisible = True
