1.7676 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.1118 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
16.0353 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002361C3C5A58>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002361C7D6A90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.0360 	EXP 	window1: mouseVisible = True
16.0360 	EXP 	window1: recordFrameIntervals = False
16.2000 	EXP 	window1: recordFrameIntervals = True
16.3841 	EXP 	window1: recordFrameIntervals = False
16.7994 	EXP 	Created instrText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instrText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.2130 	EXP 	Created map = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='image/RMT_test_map.jpg', interpolate=True, mask=None, maskParams=None, name='map', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.75, 0.75]), texRes=128, units='height', win=Window(...))
17.2413 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Finished', units='height', win=Window(...), wrapWidth=1)
17.2783 	EXP 	instrText: autoDraw = True
19.7797 	EXP 	Imported road map conditions.xlsx as conditions, 1 conditions, 2 params
19.7801 	EXP 	Created sequence: sequential, trialTypes=1, nReps=32, seed=None
19.7807 	EXP 	New trial (rep=0, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
20.0538 	DATA 	Keypress: s
20.0619 	EXP 	instrText: autoDraw = False
20.0619 	EXP 	map: autoDraw = True
20.7423 	EXP 	New trial (rep=1, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
20.7458 	DATA 	Keypress: s
20.7517 	EXP 	map: autoDraw = False
20.7517 	EXP 	map: autoDraw = True
21.3736 	EXP 	New trial (rep=2, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
21.3782 	DATA 	Keypress: s
21.3837 	EXP 	map: autoDraw = False
21.3837 	EXP 	map: autoDraw = True
21.9239 	EXP 	New trial (rep=3, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
21.9285 	DATA 	Keypress: s
21.9353 	EXP 	map: autoDraw = False
21.9353 	EXP 	map: autoDraw = True
22.4749 	EXP 	New trial (rep=4, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
22.4788 	DATA 	Keypress: s
22.4851 	EXP 	map: autoDraw = False
22.4851 	EXP 	map: autoDraw = True
22.9894 	EXP 	New trial (rep=5, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
22.9942 	DATA 	Keypress: s
23.0000 	EXP 	map: autoDraw = False
23.0000 	EXP 	map: autoDraw = True
23.5050 	EXP 	New trial (rep=6, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
23.5093 	DATA 	Keypress: s
