0.9342 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.7660 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
17.0787 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002538FA24A58>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002538FDF7A90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.0792 	EXP 	window1: mouseVisible = True
17.0792 	EXP 	window1: recordFrameIntervals = False
17.2430 	EXP 	window1: recordFrameIntervals = True
17.4268 	EXP 	window1: recordFrameIntervals = False
18.1591 	EXP 	Created instrText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instrText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.5896 	EXP 	Created map = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='image/RMT_test_map.jpg', interpolate=True, mask=None, maskParams=None, name='map', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.75, 0.75]), texRes=128, units='height', win=Window(...))
18.6387 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Finished', units='height', win=Window(...), wrapWidth=1)
18.6702 	EXP 	instrText: autoDraw = True
19.4887 	EXP 	Imported road map conditions.xlsx as conditions, 1 conditions, 2 params
19.5041 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
19.5052 	EXP 	New trial (rep=0, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
19.5530 	DATA 	Keypress: k
19.5616 	EXP 	instrText: autoDraw = False
19.5616 	EXP 	map: autoDraw = True
20.6835 	DATA 	Keypress: k
21.0141 	DATA 	Keypress: k
21.5124 	DATA 	Keypress: k
21.9952 	DATA 	Keypress: s
22.2631 	DATA 	Keypress: k
22.5120 	DATA 	Keypress: s
22.7950 	DATA 	Keypress: k
23.0461 	DATA 	Keypress: s
23.2959 	DATA 	Keypress: k
23.5928 	DATA 	Keypress: s
23.8283 	DATA 	Keypress: k
24.1951 	DATA 	Keypress: s
24.4827 	DATA 	Keypress: k
24.7600 	DATA 	Keypress: s
25.0592 	DATA 	Keypress: k
25.3751 	DATA 	Keypress: s
25.6753 	DATA 	Keypress: k
25.9597 	DATA 	Keypress: s
26.2419 	DATA 	Keypress: k
26.5575 	DATA 	Keypress: s
39.2250 	EXP 	map: autoDraw = False
39.2250 	EXP 	text: autoDraw = True
42.9439 	DATA 	Keypress: k
42.9550 	EXP 	text: autoDraw = False
43.2450 	EXP 	window1: mouseVisible = True
